,median,median_perc,mean,std,min,max,over_threshold,names
hsa:09103,0.011143392,2.4990109194104186,0.01712579694976608,0.02279528277044269,0.0,0.0989039,False,Lipid metabolism
hsa:09111,0.00552111,1.2381610713565543,0.01512094277669006,0.021754737565671436,0.0,0.10615988,False,Xenobiotics biodegradation and metabolism
hsa:09174,0.008368738,1.876768549799281,0.008429820277777776,0.008702415810667219,0.0,0.050867982,False,Infectious disease: parasitic
hsa:09122,0.0,0.0,0.0006358930221343277,0.0015412271920833768,0.0,0.006829485,False,Translation
hsa:09123,0.0008049778,0.18052387568192665,0.0025508424463976612,0.0037141930651610794,0.0,0.017343374,False,Folding
hsa:09151,0.012516694,2.8069868654821506,0.021977323308187142,0.027151482270282953,0.0,0.12167145,False,Immune system
hsa:09112,0.0,0.0,0.00016304626738596487,0.00037275283215198595,0.0,0.002467285,False,Not included in regular maps
hsa:09159,0.013965191,3.1318260006156207,0.022477247492514615,0.024270878168464984,0.0,0.0796523,False,Environmental adaptation
hsa:09131,0.005330849,1.1954932448511288,0.017577517102456145,0.023779033936414753,0.0,0.0945923,False,Membrane transport
hsa:09104,0.00032143516,0.07208487099102634,0.005787441305093565,0.01000313589225375,0.0,0.048327908,False,Nucleotide metabolism
hsa:09105,0.009117309,2.0446426677477456,0.01574345906938012,0.0161986284360352,0.0,0.057190336,False,Amino acid metabolism
hsa:09132,0.036240023,8.127167490534724,0.05380924838713453,0.045691138573992644,0.0,0.17750226,False,Signal transduction
hsa:09124,0.00038240047,0.08575691765287231,0.008840037866900581,0.01622147459566153,0.0,0.07907213,False,Replication and repair
hsa:09167,0.020079132,4.5029350237596555,0.02352510333011695,0.019031307152669135,0.0,0.08929828,False,Endocrine and metabolic disease
hsa:09142,0.00039454637,0.08848075046123687,0.0038556318163157884,0.009426800829231481,0.0,0.034853358,False,Cell motility
hsa:09163,0.004596428,1.0307923980672842,0.012272590755204673,0.013671293256437327,0.0,0.06243655,False,Immune disease
hsa:09162,0.013417587,3.009020630804272,0.01794277781052631,0.01647347776773167,0.0,0.077101395,False,Cancer: specific types
hsa:09102,0.0,0.0,0.0037340991124035095,0.007505925423855316,0.0,0.05146759,False,Energy metabolism
hsa:09108,0.013597389,3.049342927761234,0.01882754155752632,0.022888734272907003,0.0,0.119832635,False,Metabolism of cofactors and vitamins
hsa:09161,0.01408554,3.158815400713914,0.017035970387660818,0.01674901023811472,0.0,0.100056306,False,Cancer: overview
hsa:09121,0.0,0.0,0.0012463266575029237,0.0032822024726228793,0.0,0.017059634,False,Transcription
hsa:09125,0.001755011,0.3935777950452966,0.01842710755946199,0.023422558282895852,0.0,0.09169038,False,Information processing in viruses
hsa:09110,0.0017801072,0.39920585496059957,0.0100660547962807,0.016797442627294632,0.0,0.08090052,False,Biosynthesis of other secondary metabolites
hsa:09152,0.044943616,10.079030437212367,0.04896767358654971,0.03460010229198535,0.0,0.15331884,True,Endocrine system
hsa:09158,0.001650849,0.3702184826036606,0.004499408594152049,0.0075786747155117745,0.0,0.031423714,False,Development and regeneration
hsa:09157,0.04874246,10.930957089091505,0.06039266533216374,0.04792988404130668,0.0,0.20617902,True,Sensory system
hsa:09172,0.0,0.0,0.002210849679181286,0.0031292814930885737,0.0,0.012693556,False,Infectious disease: viral
hsa:09133,0.024057675,5.395160873872789,0.0310657404297076,0.02657448804791904,0.0,0.14404993,False,Signaling molecules and interaction
hsa:09101,0.0014996238,0.33630480299066434,0.0113484160525731,0.01919619325144658,0.0,0.082934126,False,Carbohydrate metabolism
hsa:09176,0.0,0.0,0.0025824497147719293,0.006303809289594574,0.0,0.03520183,False,Drug resistance: antineoplastic
hsa:09156,0.011673734,2.617945122660377,0.021315216610233913,0.024158561860984158,0.0,0.087611444,False,Nervous system
hsa:09109,0.0,0.0,0.001042839812754386,0.0037314582772873966,0.0,0.03424648,False,Metabolism of terpenoids and polyketides
hsa:09153,0.0044133402,0.9897332294217919,0.011679330447305502,0.01627273846166619,0.0,0.07666469,False,Circulatory system
hsa:09171,0.0023989936,0.5379969763242386,0.009804702416725146,0.02080121655826783,0.0,0.08342166,False,Infectious disease: bacterial
hsa:09143,0.009458666,2.1211951995457095,0.01477970192046784,0.020923556799605232,0.0,0.09401521,False,Cell growth and death
hsa:09144,0.001110843,0.2491170360650175,0.014063260093859649,0.02375797531154202,0.0,0.097173974,False,Cellular community - eukaryotes
hsa:09107,0.014056131,3.1522201546587683,0.031282442336198826,0.042195088595193095,0.0,0.16312416,False,Glycan biosynthesis and metabolism
hsa:09165,0.023413692,5.250741602890068,0.026648786478713448,0.023515766713376157,0.0,0.08941807,False,Substance dependence
hsa:09154,0.039954696,8.960218000562465,0.045018250785380146,0.028142599254937194,0.0,0.10103882,False,Digestive system
hsa:09166,0.017811842,3.9944738238422475,0.021955812145614047,0.023786308701199795,0.0,0.120091245,False,Cardiovascular disease
hsa:09155,0.015105945,3.387650860977808,0.016658514003450288,0.014182824993376121,0.0,0.039279576,False,Excretory system
hsa:09149,0.0,0.0,0.0032986083514619873,0.005256814157423791,0.0,0.017977053,False,Aging
hsa:09106,0.008518754,1.9104110548898559,0.018865330935438594,0.022222699304602394,0.0,0.09541522,False,Metabolism of other amino acids
hsa:09126,0.0,0.0,0.0024928556935473667,0.007173617031818839,0.0,0.035033036,False,Chromosome
hsa:09164,0.0,0.0,0.0002685445519766082,0.0004861029017355828,0.0,0.0016543332,False,Neurodegenerative disease
hsa:09141,0.0036833766,0.8260319966937197,0.01294019451192982,0.01792574724094058,0.0,0.06736379,False,Transport and catabolism
