,median,median_perc,mean,std,min,max,median_over_std,names,genelist,limma
hsa:05217,0.00015577691,0.9559032269329967,0.0050085720617449175,0.008632279016904432,0.0,0.04077273,False,Basal cell carcinoma,,
hsa:05215,4.706435e-05,0.28880380307006975,0.000404891509491806,0.000799115039084709,0.0,0.0038777334,False,Prostate cancer,,
hsa:05220,0.0,0.0,0.0006891663633413093,0.0015731588079490081,0.0,0.008378344,False,Chronic myeloid leukemia,,
hsa:05133,0.0,0.0,0.00017128676179521443,0.00042057443789452354,0.0,0.0026933767,False,Pertussis,,
hsa:04370,2.359984e-05,0.14481711834637376,0.00013807767341391872,0.0002776310134017644,0.0,0.0021674845,False,VEGF signaling pathway,,
hsa:03030,8.815901e-05,0.5409754381584428,0.004724651578037697,0.009376103722394004,0.0,0.054383676,False,DNA replication,,
hsa:04140,0.0,0.0,0.00012630391632656207,0.00029480998453097583,0.0,0.0023205061,False,Autophagy - animal,,
hsa:00260,0.00024943173,1.5306029347127244,0.008224300752638107,0.019980249438617922,0.0,0.13887697,False,Glycine,,
hsa:00071,1.7086888e-05,0.10485129906250355,0.0023799589693131364,0.005558510005826279,0.0,0.044534102,False,Fatty acid degradation,,
hsa:03266,3.0353349e-06,0.0186259082025208,0.0004552492472459366,0.0012535146843799378,0.0,0.011072326,False,Virion - Herpesvirus,,
hsa:04630,7.0851675e-05,0.4347713969041235,0.0002489146210492779,0.00037095891950088365,0.0,0.001976741,False,JAK-STAT signaling pathway,,
hsa:00860,0.0001378638,0.8459819320927939,0.0004891294601297964,0.0008170092782949587,0.0,0.007042488,False,Porphyrin metabolism,,
hsa:00062,0.0,0.0,0.0003566066625321896,0.0010839181233762638,0.0,0.008737059,False,Fatty acid elongation,,
hsa:04977,0.0,0.0,0.0006020463775115124,0.0025340039060838563,0.0,0.04049217,False,Vitamin digestion and absorption,,
hsa:00130,0.0002412222,1.4802263017534285,0.0022272556681151236,0.004841890366711659,0.0,0.03064837,False,Ubiquinone and other terpenoid-quinone biosynthesis,,
